./chanelset_split/train/perfumes/bleu_de_chanel/naver_0001.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0009.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0016.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0002.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0004.png,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0014.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0010.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0008.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0000.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0007.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0003.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0006.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/bleu_de_chanel/naver_0015.jpg,perfumes,bleu_de_chanel
./chanelset_split/train/perfumes/allure/google_0358.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0515.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0513.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0071.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0138.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0375.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0404.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0075.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0282.png,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0296.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0169.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0459.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0363.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0021.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0389.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0180.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0357.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0137.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0177.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0189.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0315.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0470.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0037.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0528.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0457.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0093.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0171.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0058.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0399.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0132.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0302.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0422.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0263.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0406.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0250.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0190.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0219.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0157.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0332.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0056.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0425.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0012.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0545.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0265.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0243.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0183.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0476.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0263.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0305.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0392.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0146.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0084.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0373.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0384.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0142.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0261.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0052.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0309.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0373.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0420.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0011.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0246.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0088.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0013.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0186.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0353.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0465.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0382.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0327.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0160.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0147.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0388.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/google_0307.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0410.jpg,perfumes,allure
./chanelset_split/train/perfumes/allure/naver_0455.jpg,perfumes,allure
